,rating,timestamp,genres
2763,4.0,1573943913,Comedy
2764,4.0,1573943913,Sci-Fi
2765,2.5,1573941619,Action
2766,2.5,1573941619,Adventure
2767,2.5,1573941619,Comedy
2768,2.5,1573941619,Western
2769,4.0,1573944199,Comedy
2770,4.0,1573944199,Western
2771,3.5,1573943380,Action
2772,3.5,1573943380,Drama
2773,3.5,1573943380,Thriller
2774,3.5,1573943380,Western
2775,3.5,1573941468,Animation
2776,3.5,1573941468,Children
2777,3.5,1573941468,Comedy
2778,1.5,1574194789,Action
2779,1.5,1574194789,Adventure
2780,1.5,1574194789,Sci-Fi
2781,3.0,1573940152,Action
2782,3.0,1573940152,Adventure
2783,3.0,1573940152,Comedy
2784,3.0,1573940152,Sci-Fi
2785,3.5,1573939273,Drama
2786,3.5,1573939273,Musical
2787,3.5,1573939273,Romance
2788,2.0,1573942459,Comedy
2789,2.0,1573942459,Musical
2790,2.0,1573942459,Western
2791,4.0,1573939764,Comedy
2792,3.5,1573939580,Adventure
2793,3.5,1573939580,Animation
2794,3.5,1573939580,Children
2795,3.5,1573939580,Comedy
2796,3.5,1573939580,Fantasy
2797,4.5,1573945093,Crime
2798,4.5,1573945093,Thriller
2799,4.0,1573941070,Comedy
2800,4.5,1573938123,Adventure
2801,4.5,1573938123,Fantasy
2802,4.5,1573940375,Comedy
2803,4.5,1573940375,Crime
2804,4.5,1573940375,Mystery
2805,2.0,1573939998,Action
2806,2.0,1573939998,Horror
2807,2.0,1573939998,Sci-Fi
2808,2.0,1573939998,Thriller
2809,2.5,1573941522,Comedy
2810,2.5,1573941522,Romance
2811,3.5,1573939209,Action
2812,3.5,1573939209,Mystery
2813,3.5,1573939209,Thriller
2814,4.0,1573938155,Adventure
2815,4.0,1573938155,Animation
2816,4.0,1573938155,Children
2817,4.0,1573938155,Sci-Fi
2818,5.0,1573938433,Adventure
2819,5.0,1573938433,Animation
2820,5.0,1573938433,Fantasy
2821,4.0,1573939792,Action
2822,4.0,1573939792,Sci-Fi
2823,4.0,1573939792,Thriller
2824,4.5,1574193472,Adventure
2825,4.5,1574193472,Fantasy
2826,3.0,1573940406,Action
2827,3.0,1573940406,Adventure
2828,3.0,1573940406,Comedy
2829,3.0,1573939584,Adventure
2830,3.0,1573939584,Animation
2831,3.0,1573939584,Children
2832,3.0,1573939584,Comedy
2833,4.0,1573938182,Action
2834,4.0,1573938182,Adventure
2835,4.0,1573938182,Comedy
2836,4.0,1573938182,Fantasy
2837,3.5,1573941088,Action
2838,3.5,1573941088,Comedy
2839,3.5,1573941088,Thriller
2840,4.0,1573941487,Comedy
2841,4.0,1573941487,Musical
2842,4.5,1573938218,Action
2843,4.5,1573938218,Crime
2844,4.5,1573938218,Thriller
2845,4.0,1573939919,Adventure
2846,4.0,1573939919,Drama
2847,4.0,1573939919,War
2848,3.5,1573939012,Action
2849,3.5,1573939012,Adventure
2850,3.5,1573939012,Drama
2851,3.5,1573939012,War
2852,4.0,1573938166,Action
2853,4.0,1573938166,Adventure
2854,4.0,1573938166,Drama
2855,4.0,1573938166,Fantasy
2856,3.0,1573940718,Adventure
2857,3.0,1573940718,Drama
2858,4.0,1573939831,Action
2859,4.0,1573939831,Adventure
2860,4.0,1573939831,Fantasy
2861,4.0,1573939831,Horror
2862,3.5,1573938236,Action
2863,3.5,1573938236,Drama
2864,3.5,1573938236,Thriller
2865,4.0,1573941101,Comedy
2866,3.5,1573943431,Action
2867,3.5,1573943431,Adventure
2868,3.5,1573943431,Sci-Fi
2869,3.5,1573943431,Thriller
2870,4.0,1573939030,Comedy
2871,3.5,1573937834,Action
2872,3.5,1573937834,Crime
2873,3.5,1573937834,Thriller
2874,4.0,1573938641,Comedy
2875,4.0,1573938641,Horror
2876,4.0,1573939325,Drama
2877,4.0,1573939325,Sci-Fi
2878,5.0,1573938092,Action
2879,5.0,1573938092,Adventure
2880,5.0,1573938092,Animation
2881,5.0,1573938092,Children
2882,5.0,1573938092,Comedy
2883,3.5,1573938201,Action
2884,3.5,1573938201,Crime
2885,3.5,1573938201,IMAX
2886,2.5,1573939788,Action
2887,2.5,1573939788,Adventure
2888,2.5,1573939788,Sci-Fi
2889,2.5,1573939788,Thriller
2890,3.5,1573938275,Action
2891,3.5,1573938275,Adventure
2892,3.5,1573938275,Sci-Fi
2893,3.5,1573938552,Adventure
2894,3.5,1573938552,Animation
2895,3.5,1573938552,Children
2896,3.5,1573938552,Comedy
2897,2.5,1573938911,Action
2898,2.5,1573938911,Sci-Fi
2899,2.5,1573938911,Thriller
2900,2.5,1573938911,IMAX
2901,3.0,1573940754,Comedy
2902,3.0,1573940754,Romance
2903,5.0,1573938628,Crime
2904,5.0,1573938628,Drama
2905,5.0,1573938628,Mystery
2906,2.0,1573940488,Adventure
2907,2.0,1573940488,Animation
2908,2.0,1573940488,Children
2909,2.0,1573940488,Comedy
2910,2.5,1573939887,Animation
2911,2.5,1573939887,Children
2912,2.5,1573939887,Comedy
2913,3.5,1573939645,Action
2914,3.5,1573939645,Adventure
2915,3.5,1573939645,Fantasy
2916,2.5,1573940806,Animation
2917,2.5,1573940806,Children
2918,2.5,1573940806,Fantasy
2919,2.5,1573940806,Mystery
2920,3.5,1573942264,Action
2921,3.5,1573942264,Comedy
2922,3.5,1573942264,Fantasy
2923,3.5,1573942264,IMAX
2924,5.0,1573938502,Drama
2925,5.0,1573938502,Mystery
2926,5.0,1573938502,Sci-Fi
2927,5.0,1573938502,Thriller
2928,3.0,1573940905,Animation
2929,3.0,1573940905,Comedy
2930,3.5,1573938085,Action
2931,3.5,1573938085,Adventure
2932,3.5,1573938085,Thriller
2933,3.5,1573941006,Adventure
2934,3.5,1573941006,Comedy
2935,3.5,1573941006,Musical
2936,1.0,1573940734,Action
2937,1.0,1573940734,Adventure
2938,1.0,1573940734,Fantasy
2939,1.5,1573940778,Adventure
2940,1.5,1573940778,Children
2941,1.5,1573940778,Fantasy
2942,4.5,1573938215,Animation
2943,4.5,1573938215,Children
2944,4.5,1573938215,Drama
2945,4.5,1573937675,Action
2946,4.5,1573937675,Comedy
2947,4.5,1573937675,Crime
2948,4.5,1573937675,Mystery
2949,2.5,1573940266,Action
2950,2.5,1573940266,Drama
2951,2.5,1573940266,Thriller
2952,4.5,1573939736,Action
2953,4.5,1573939736,Adventure
2954,4.5,1573939736,Comedy
2955,4.5,1573939736,Fantasy
2956,4.5,1574038724,Comedy
2957,3.5,1573938382,Action
2958,3.5,1573938382,Crime
2959,3.5,1573938382,Thriller
2960,3.5,1573940878,Documentary
2961,4.5,1573938205,Comedy
2962,4.5,1573938205,Crime
2963,4.5,1573938205,Drama
2964,4.5,1573938205,Thriller
2965,4.5,1573938509,Action
2966,4.5,1573938509,Crime
2967,4.5,1573938509,Drama
2968,4.5,1573938509,IMAX
2969,1.5,1573939908,Action
2970,1.5,1573939908,Adventure
2971,1.5,1573939908,Comedy
2972,1.5,1573939908,Sci-Fi
2973,4.0,1573938516,Adventure
2974,4.0,1573938516,Animation
2975,4.0,1573938516,Children
2976,4.0,1573938516,Romance
2977,4.0,1573938516,Sci-Fi
2978,4.0,1573939973,Action
2979,4.0,1573939973,Adventure
2980,4.0,1573939973,Comedy
2981,4.0,1573939973,War
2982,1.5,1573941400,Action
2983,1.5,1573941400,Adventure
2984,1.5,1573941400,Animation
2985,1.5,1573941400,Children
2986,1.5,1573941400,Comedy
2987,3.5,1573938058,Action
2988,3.5,1573938058,Drama
2989,3.5,1573938058,War
2990,4.5,1573938210,Adventure
2991,4.5,1573938210,Animation
2992,4.5,1573938210,Children
2993,4.5,1573938210,Drama
2994,3.5,1573937979,Comedy
2995,3.5,1573937979,Crime
2996,1.5,1573940301,Action
2997,1.5,1573940301,Adventure
2998,1.5,1573940301,Sci-Fi
2999,1.5,1573940301,IMAX
3000,4.5,1573938625,Mystery
3001,4.5,1573938625,Sci-Fi
3002,4.5,1573938625,Thriller
3003,5.0,1573940503,Adventure
3004,5.0,1573940503,Animation
3005,5.0,1573940503,Sci-Fi
3006,1.0,1573940451,Animation
3007,1.0,1573940451,Children
3008,1.0,1573940451,Fantasy
3009,1.0,1573940451,IMAX
3010,4.0,1573938863,Adventure
3011,4.0,1573938863,Animation
3012,4.0,1573938863,Children
3013,4.0,1573938863,Comedy
3014,4.0,1573938863,Crime
3015,2.5,1573939601,Action
3016,2.5,1573939601,Adventure
3017,2.5,1573939601,Sci-Fi
3018,2.5,1573939601,IMAX
3019,3.5,1573939263,Action
3020,3.5,1573939263,Crime
3021,3.5,1573939263,Mystery
3022,3.5,1573939263,Thriller
3023,5.0,1573938151,Drama
3024,5.0,1573938151,Mystery
3025,5.0,1573938151,Thriller
3026,0.5,1573937414,Adventure
3027,0.5,1573937414,Fantasy
3028,2.0,1573938675,Adventure
3029,2.0,1573938675,Animation
3030,2.0,1573938675,Children
3031,2.0,1573938675,Fantasy
3032,2.0,1573938675,IMAX
3033,1.5,1573937368,Action
3034,1.5,1573937368,Adventure
3035,1.5,1573937368,Drama
3036,1.5,1573937368,Fantasy
3037,1.0,1574194685,Action
3038,1.0,1574194685,Adventure
3039,1.0,1574194685,Sci-Fi
3040,1.0,1574194685,Thriller
3041,1.0,1574194685,IMAX
3042,2.0,1573937361,Action
3043,2.0,1573937361,Adventure
3044,2.0,1573937361,Drama
3045,2.0,1573937361,Romance
3046,2.0,1573937361,War
3047,0.5,1573937500,Action
3048,0.5,1573937500,Adventure
3049,0.5,1573937500,Fantasy
3050,3.5,1573941611,Animation
3051,3.5,1573941611,Children
3052,3.5,1573941611,Comedy
3053,3.5,1573941611,Crime
3054,4.5,1573938448,Action
3055,4.5,1573938448,Crime
3056,4.5,1573938448,Drama
3057,4.5,1573938448,Mystery
3058,4.5,1573938448,Sci-Fi
3059,4.5,1573938448,Thriller
3060,4.5,1573938448,IMAX
3061,2.5,1573937384,Action
3062,2.5,1573937384,Comedy
3063,2.5,1573937384,Romance
3064,2.0,1573940413,Action
3065,2.0,1573940413,Adventure
3066,2.0,1573940413,Thriller
3067,4.5,1573937671,Action
3068,4.5,1573937671,Comedy
3069,4.5,1573937671,Fantasy
3070,4.5,1573937671,Musical
3071,4.5,1573937671,Romance
3072,3.0,1573940186,Action
3073,3.0,1573940186,Comedy
3074,3.5,1573940174,Action
3075,3.5,1573940174,Animation
3076,3.5,1573940174,Children
3077,3.5,1573940174,Comedy
3078,3.5,1573940174,Sci-Fi
3079,3.5,1573940174,IMAX
3080,1.0,1573939673,Action
3081,1.0,1573939673,Adventure
3082,1.0,1573939673,Fantasy
3083,1.0,1573939673,IMAX
3084,2.5,1573937190,Action
3085,2.5,1573937190,Adventure
3086,2.5,1573937190,Sci-Fi
3087,2.5,1573937190,IMAX
3088,4.5,1573937827,Comedy
3089,4.5,1573937827,Horror
3090,0.5,1573937351,Action
3091,0.5,1573937351,Sci-Fi
3092,0.5,1573937351,Thriller
3093,0.5,1573937351,Western
3094,0.5,1573937351,IMAX
3095,4.0,1573939807,Action
3096,4.0,1573939807,Drama
3097,4.0,1573939807,Mystery
3098,4.0,1573939807,Sci-Fi
3099,4.0,1573939807,Thriller
3100,2.0,1573941635,Action
3101,2.0,1573941635,Adventure
3102,2.0,1573941635,Drama
3103,2.0,1573941635,Fantasy
3104,2.0,1573941635,IMAX
3105,4.0,1573937451,Comedy
3106,1.5,1573940161,Action
3107,1.5,1573940161,Adventure
3108,1.5,1573940161,Fantasy
3109,1.5,1573940161,IMAX
3110,3.0,1573937220,Mystery
3111,3.0,1573937220,Sci-Fi
3112,3.0,1573937220,Thriller
3113,3.0,1573937220,IMAX
3114,1.0,1573937327,Action
3115,1.0,1573937327,Adventure
3116,1.0,1573937327,Sci-Fi
3117,1.0,1573939694,Action
3118,1.0,1573939694,Adventure
3119,1.0,1573939694,Drama
3120,1.0,1573939694,Fantasy
3121,1.0,1573939694,Mystery
3122,1.0,1573939694,IMAX
3123,2.5,1573941659,Action
3124,2.5,1573941659,Adventure
3125,2.5,1573941659,Sci-Fi
3126,2.5,1573941659,Thriller
3127,2.5,1573941659,War
3128,2.5,1573939622,Action
3129,2.5,1573939622,Adventure
3130,2.5,1573939622,Sci-Fi
3131,2.5,1573939622,IMAX
3132,2.5,1573937246,Children
3133,2.5,1573937246,Drama
3134,2.5,1573937246,Mystery
3135,4.5,1573938396,Action
3136,4.5,1573938396,Adventure
3137,4.5,1573938396,Crime
3138,4.5,1573938396,IMAX
3139,3.0,1573939844,Action
3140,3.0,1573939844,Adventure
3141,3.0,1573939844,Comedy
3142,3.0,1573939844,Crime
3143,3.0,1573939844,Mystery
3144,3.0,1573939844,Thriller
3145,3.5,1573937103,Action
3146,3.5,1573937103,Adventure
3147,3.5,1573937103,Thriller
3148,3.5,1573937103,IMAX
3149,2.5,1574194710,Action
3150,2.5,1574194710,Adventure
3151,2.5,1574194710,Sci-Fi
3152,2.5,1574194710,IMAX
3153,4.0,1573937096,Action
3154,4.0,1573937096,Comedy
3155,4.0,1573937096,Crime
3156,4.0,1573937402,Action
3157,4.0,1573937402,Crime
3158,4.5,1573937111,Comedy
3159,4.5,1573937111,Horror
3160,4.5,1573937111,Sci-Fi
3161,4.5,1573937111,Thriller
3162,0.5,1573939936,Action
3163,0.5,1573939936,Horror
3164,0.5,1573939936,Sci-Fi
3165,0.5,1573939936,IMAX
3166,2.5,1573942735,Action
3167,2.5,1573942735,Adventure
3168,2.5,1573942735,Thriller
3169,2.5,1573942735,IMAX
3170,1.0,1573944447,Comedy
3171,3.5,1573939064,Action
3172,3.5,1573939064,Crime
3173,3.5,1573939064,Sci-Fi
3174,4.5,1573937270,Action
3175,4.5,1573937270,Sci-Fi
3176,2.0,1573938048,Drama
3177,2.0,1573938048,Thriller
3178,3.5,1573937091,Animation
3179,3.5,1573937091,Comedy
3180,2.5,1573939755,Adventure
3181,2.5,1573939755,Fantasy
3182,2.5,1573939755,IMAX
3183,3.5,1573937303,Action
3184,3.5,1573937303,Crime
3185,3.5,1573937303,Thriller
3186,4.0,1573938148,Action
3187,4.0,1573938148,Drama
3188,4.0,1573938148,Western
3189,3.5,1573937175,Action
3190,3.5,1573937175,Adventure
3191,3.5,1573937175,Sci-Fi
3192,3.5,1573937175,IMAX
3193,1.5,1573941675,Action
3194,1.5,1573941675,Sci-Fi
3195,1.5,1573941675,Thriller
3196,1.5,1573941675,IMAX
3197,3.0,1573939955,Action
3198,3.0,1573939955,Adventure
3199,3.0,1573939955,Sci-Fi
3200,3.0,1573939955,IMAX
3201,4.0,1573937199,Action
3202,4.0,1573937199,Adventure
3203,4.0,1573937199,Sci-Fi
3204,4.0,1573937199,IMAX
3205,2.0,1573937162,Action
3206,2.0,1573937162,Drama
3207,2.0,1573937162,Horror
3208,2.0,1573937162,IMAX
3209,3.0,1573940196,Action
3210,3.0,1573940196,Drama
3211,3.0,1573940196,Sci-Fi
3212,3.0,1573940196,IMAX
3213,3.5,1573938102,Action
3214,3.5,1573938102,Comedy
3215,3.5,1573938102,Sci-Fi
3216,2.0,1573940986,Action
3217,2.0,1573940986,Adventure
3218,2.0,1573940986,Western
3219,2.0,1573940986,IMAX
3220,2.0,1573937289,Action
3221,2.0,1573937289,Adventure
3222,2.0,1573937289,Fantasy
3223,2.0,1573937289,Sci-Fi
3224,1.0,1573939712,Action
3225,1.0,1573939712,Sci-Fi
3226,1.0,1573939712,IMAX
3227,1.0,1573937251,Action
3228,1.0,1573937251,Adventure
3229,1.0,1573937251,Sci-Fi
3230,1.0,1573937251,IMAX
3231,1.5,1573941682,Adventure
3232,1.5,1573941682,Fantasy
3233,1.5,1573941682,IMAX
3234,3.0,1573940316,Crime
3235,3.0,1573940316,Drama
3236,5.0,1573937228,Action
3237,5.0,1573937228,Drama
3238,5.0,1573937228,Sci-Fi
3239,3.5,1573938110,Action
3240,3.5,1573938110,Adventure
3241,3.5,1573938110,Animation
3242,3.5,1573938110,Children
3243,3.5,1573938110,Comedy
3244,3.5,1573938110,Fantasy
3245,1.5,1573940896,Action
3246,1.5,1573940896,Crime
3247,1.5,1573940896,Sci-Fi
3248,1.5,1573940896,IMAX
3249,4.5,1573938458,Comedy
3250,4.5,1573938458,Drama
3251,5.0,1573938054,Sci-Fi
3252,5.0,1573938054,IMAX
3253,3.5,1573939857,Action
3254,3.5,1573939857,Adventure
3255,3.5,1573939857,Sci-Fi
3256,3.5,1573939857,IMAX
3257,1.5,1573940217,Action
3258,1.5,1573940217,Sci-Fi
3259,4.0,1573945672,Action
3260,4.0,1573945672,Sci-Fi
3261,4.0,1573945672,IMAX
3262,3.5,1573941267,Action
3263,3.5,1573941267,Adventure
3264,3.5,1573941267,Thriller
3265,4.0,1573944672,Action
3266,4.0,1573944672,Comedy
3267,4.0,1573944672,Crime
3268,4.5,1573938807,Drama
3269,3.0,1573939247,Action
3270,3.0,1573939247,Adventure
3271,3.0,1573939247,Sci-Fi
3272,4.0,1573940649,Comedy
3273,4.0,1573940649,Horror
3274,4.0,1573937663,Action
3275,4.0,1573937663,Thriller
3276,5.0,1573938464,Crime
3277,5.0,1573938464,Drama
3278,5.0,1573938464,Thriller
3279,3.5,1573938342,Action
3280,3.5,1573938342,Animation
3281,3.5,1573938342,Comedy
3282,5.0,1573938441,Drama
3283,5.0,1573938441,Sci-Fi
3284,5.0,1573938441,Thriller
3285,2.0,1573940021,Adventure
3286,2.0,1573940021,Sci-Fi
3287,2.0,1573940021,Thriller
3288,4.5,1573939001,Action
3289,4.5,1573939001,Adventure
3290,4.5,1573939001,Comedy
3291,4.5,1573939001,Crime
3292,2.0,1573938010,Action
3293,2.0,1573938010,Adventure
3294,2.0,1573938010,Fantasy
3295,2.0,1573938010,Sci-Fi
3296,2.0,1573938010,IMAX
3297,3.5,1573939663,Action
3298,3.5,1573939663,Adventure
3299,3.5,1573939663,Comedy
3300,3.5,1573939663,Sci-Fi
3301,0.5,1574194361,Action
3302,0.5,1574194361,Adventure
3303,0.5,1574194361,Sci-Fi
3304,3.0,1573937132,Action
3305,3.0,1573937132,Adventure
3306,3.0,1573937132,Sci-Fi
3307,3.0,1573942212,Action
3308,3.0,1573942212,Adventure
3309,3.0,1573942212,Sci-Fi
3310,4.0,1573946331,Comedy
3311,4.0,1573938028,Adventure
3312,4.0,1573938028,Drama
3313,4.0,1573938028,Sci-Fi
3314,3.0,1573940464,Action
3315,3.0,1573940464,Adventure
3316,3.0,1573940464,Crime
3317,4.5,1573940477,Action
3318,4.5,1573940477,Adventure
3319,4.5,1573940477,Comedy
3320,5.0,1573938504,Adventure
3321,5.0,1573938504,Drama
3322,5.0,1574106232,Crime
3323,5.0,1574106232,Drama
3324,5.0,1574106232,Mystery
3325,4.0,1573946236,Documentary
3326,2.0,1573942955,Drama
3327,2.0,1573942955,Fantasy
3328,2.0,1573942955,Thriller
3329,4.0,1573938893,Drama
3330,4.5,1573941094,Action
3331,4.5,1573941094,Adventure
3332,4.5,1573941094,Animation
3333,4.5,1573941094,Children
3334,4.5,1573941094,Comedy
3335,3.5,1574039791,Crime
3336,3.5,1574039791,Thriller
3337,5.0,1573940908,Documentary
3338,5.0,1573938043,Sci-Fi
3339,4.0,1573937658,Action
3340,4.0,1573937658,Adventure
3341,4.0,1573937658,Fantasy
3342,4.0,1573937658,Sci-Fi
3343,4.5,1573937841,Action
3344,4.5,1573937841,Crime
3345,4.5,1573937841,Thriller
3346,3.5,1573943098,Action
3347,3.5,1573943098,Drama
3348,3.5,1573943098,Sci-Fi
3349,5.0,1573946217,Documentary
3350,4.5,1573938131,Action
3351,4.5,1573938131,Crime
3352,4.5,1573938131,Thriller
3353,5.0,1573938041,Action
3354,5.0,1573938041,Drama
3355,5.0,1573938041,Thriller
3356,5.0,1573938041,War
3357,3.0,1573944677,Action
3358,3.0,1573944677,Adventure
3359,3.0,1573944677,Comedy
3360,4.5,1573938437,Sci-Fi
3361,3.5,1573940927,Action
3362,3.5,1573940927,Adventure
3363,3.5,1573940927,Children
3364,2.5,1573940494,Action
3365,2.5,1573940494,Adventure
3366,2.5,1573940494,Fantasy
3367,2.5,1573940494,Sci-Fi
3368,3.0,1573946191,Animation
3369,3.0,1573946191,Documentary
3370,3.0,1573946191,Sci-Fi
3371,4.5,1573943272,Adventure
3372,4.5,1573943272,Mystery
3373,4.5,1573943272,Sci-Fi
3374,4.5,1573943272,Thriller
3375,3.5,1573945496,Action
3376,3.5,1573945496,Adventure
3377,3.5,1573945496,Animation
3378,3.5,1573945496,Children
3379,3.5,1573937998,Action
3380,3.5,1573937998,Comedy
3381,3.5,1573937998,Sci-Fi
3382,4.0,1573941041,Action
3383,4.0,1573941041,Adventure
3384,4.0,1573941041,Thriller
3385,5.0,1573937123,Action
3386,5.0,1573937123,Adventure
3387,5.0,1573937123,Animation
3388,5.0,1573937123,Sci-Fi
3389,5.0,1573939483,Action
3390,5.0,1573939483,Crime
3391,5.0,1573939483,Thriller
3392,3.0,1573939524,Action
3393,3.0,1573939524,Children
3394,3.0,1573939524,Crime
3395,3.0,1573939524,Fantasy
3396,3.0,1573939524,Mystery
3397,4.5,1573939316,Action
3398,4.5,1573939316,Drama
3399,2.5,1573945484,Action
61941,4.0,1574184136,Drama
61942,4.0,1574184136,Fantasy
61943,4.0,1574184136,Horror
117984,2.5,1573885861,Comedy
210010,5.0,1574253766,Action
210011,5.0,1574253766,Comedy
210012,5.0,1574253766,Crime
210013,5.0,1574253766,Thriller
210501,3.5,1574253696,Comedy
210535,4.0,1574253719,Action
210536,4.0,1574253719,Sci-Fi
210537,4.0,1574253719,Thriller
211015,5.0,1574253749,Comedy
211016,5.0,1574253749,Crime
211736,5.0,1574253743,Action
211737,5.0,1574253743,Crime
228515,3.5,1573949757,Action
228516,3.5,1573949757,Comedy
228517,3.5,1573949757,Horror
233863,4.0,1574082275,Drama
233864,4.0,1574082275,Film-Noir
233873,4.0,1573931918,Adventure
233874,4.0,1573931918,Comedy
233875,4.0,1573931918,Fantasy
233876,4.0,1573931918,Romance
303885,3.0,1573965420,Crime
303886,3.0,1573965420,Thriller
365135,4.0,1574045210,Crime
365136,4.0,1574045210,Drama
365137,4.0,1574045210,Thriller
373832,3.5,1573856021,Action
373833,3.5,1573856021,Crime
373834,3.5,1573856021,Drama
373835,3.5,1573856021,Psychological Thriller
374424,4.0,1573856024,Comedy
374425,4.0,1573856024,Drama
374426,4.0,1573856024,Romance
376962,3.5,1573856146,Comedy
376963,3.5,1573856146,Romance
378166,3.5,1573856250,Drama
378783,4.0,1573856077,Action
378784,4.0,1573856077,Adventure
378785,4.0,1573856077,Sci-Fi
378789,4.5,1573855982,Action
378790,4.5,1573855982,Adventure
378791,4.5,1573855982,Sci-Fi
379010,4.0,1573856086,Action
379011,4.0,1573856086,Fantasy
379012,4.0,1573856086,Sci-Fi
379326,4.5,1573856246,Action
379327,4.5,1573856246,Drama
379328,4.5,1573856246,War
379633,3.5,1573855997,Drama
379636,3.5,1573856095,(no genres listed)
379742,2.5,1573856099,Comedy
379743,2.5,1573856099,Crime
379744,2.5,1573856099,Drama
379754,4.5,1573856177,Drama
379755,3.0,1573856201,Drama
379756,4.0,1573856132,Drama
379757,4.0,1573856132,Romance
379758,3.0,1573856091,Action
379759,3.0,1573856091,Horror
379760,3.0,1573856091,Sci-Fi
379761,3.0,1573856091,Thriller
379762,3.5,1573856073,Drama
379763,2.5,1573856104,Comedy
379764,2.5,1573856104,Drama
379765,2.5,1573856104,Western
379766,4.0,1573855989,Comedy
379767,4.0,1573855989,Drama
379768,4.0,1573856109,Drama
379769,4.0,1573856109,Sci-Fi
379770,4.0,1573856109,Thriller
379771,3.5,1573855976,Action
379772,3.5,1573855976,Adventure
379773,3.5,1573855976,Animation
379774,3.5,1573855976,Sci-Fi
379775,4.0,1573856139,Horror
379776,4.0,1573856139,Thriller
379777,4.0,1573856082,Action
379778,4.0,1573856082,Adventure
